Day,ModelStep,FarmID,AnimalID,AnimalStatus,AnimalStage,DaysInfected,DaysExposed,DaysCarrier,AnimalTreatment,DaysTreated,DaysSinceTreatment,DaysDry,TradeStatus,AnimalBactoPop,AnimalAge,AgentType,DIM,PregStat,dic,psc_2,msd_2,CurrentLac,CalvingSeason,SpringLac,CurrentSpring,AutumnLac,CurrentAutumn
2022-06-12,346,1,124,S,L,0,0,0,U,0,0,42,false,0,1407,Joined,23,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-12,346,1,109,IS,L,0,0,0,U,0,0,86,false,0,1539,Joined,25,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-12,346,1,120,S,L,0,0,0,U,0,0,77,false,0,2860,Joined,21,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-12,346,1,123,S,L,0,0,0,U,0,0,97,false,0,1390,Joined,19,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-12,346,1,122,S,D,0,0,0,U,0,0,134,false,0,1609,Joined,0,P,282,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-12,346,1,106,IS,D,0,0,0,U,0,0,87,false,0,2838,Joined,0,P,268,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-12,346,1,128,S,L,0,0,0,U,0,0,35,false,0,2998,Joined,58,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,115,S,D,0,0,0,U,0,0,117,false,0,1682,Joined,0,P,274,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,112,S,L,0,0,0,U,0,0,65,false,0,1504,Joined,39,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,111,S,L,0,0,0,U,0,0,73,false,0,1139,Joined,54,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,127,S,L,0,0,0,U,0,0,90,false,0,2176,Joined,40,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,116,S,L,0,0,0,U,0,0,89,false,0,2959,Joined,37,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,107,IS,L,0,0,0,U,0,0,71,false,0,1337,Joined,17,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,129,S,L,0,0,0,U,0,0,87,false,0,2822,Joined,33,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,113,S,L,0,0,0,U,0,0,55,false,0,3194,Joined,43,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,114,S,L,0,0,0,U,0,0,81,false,0,2216,Joined,56,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,117,S,L,0,0,0,U,0,0,52,false,0,2365,Joined,19,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,118,S,L,0,0,0,U,0,0,20,false,0,2657,Joined,59,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,105,IS,L,0,0,0,U,0,0,93,false,0,1957,Joined,10,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,110,IR,L,0,0,0,U,0,0,118,false,0,1814,Joined,4,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,119,S,L,0,0,0,U,0,0,67,false,0,1659,Joined,47,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,126,S,L,0,0,0,U,0,0,87,false,0,2348,Joined,27,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,108,IS,L,0,0,0,U,0,0,63,false,0,2054,Joined,46,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,124,S,L,0,0,0,U,0,0,42,false,0,1408,Joined,24,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,109,IS,L,0,0,0,U,0,0,86,false,0,1540,Joined,26,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,120,S,L,0,0,0,U,0,0,77,false,0,2861,Joined,22,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,123,S,L,0,0,0,U,0,0,97,false,0,1391,Joined,20,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,122,S,L,0,0,0,U,0,0,134,false,0,1610,Joined,2,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,106,IS,D,0,0,0,U,0,0,88,false,0,2839,Joined,0,P,269,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-13,347,1,128,S,L,0,0,0,U,0,0,35,false,0,2999,Joined,59,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,115,S,D,0,0,0,U,0,0,118,false,0,1683,Joined,0,P,275,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,112,S,L,0,0,0,U,0,0,65,false,0,1505,Joined,40,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,111,S,L,0,0,0,U,0,0,73,false,0,1140,Joined,55,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,127,S,L,0,0,0,U,0,0,90,false,0,2177,Joined,41,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,116,S,L,0,0,0,U,0,0,89,false,0,2960,Joined,38,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,107,IS,L,0,0,0,U,0,0,71,false,0,1338,Joined,18,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,129,S,L,0,0,0,U,0,0,87,false,0,2823,Joined,34,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,113,S,L,0,0,0,U,0,0,55,false,0,3195,Joined,44,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,114,S,L,0,0,0,U,0,0,81,false,0,2217,Joined,57,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,117,S,L,0,0,0,U,0,0,52,false,0,2366,Joined,20,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,118,S,L,0,0,0,U,0,0,20,false,0,2658,Joined,60,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,105,IS,L,0,0,0,U,0,0,93,false,0,1958,Joined,11,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,110,IR,L,0,0,0,U,0,0,118,false,0,1815,Joined,5,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,119,S,L,0,0,0,U,0,0,67,false,0,1660,Joined,48,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,126,S,L,0,0,0,U,0,0,87,false,0,2349,Joined,28,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,108,IS,L,0,0,0,U,0,0,63,false,0,2055,Joined,47,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,124,S,L,0,0,0,U,0,0,42,false,0,1409,Joined,25,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,109,IS,L,0,0,0,U,0,0,86,false,0,1541,Joined,27,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,120,S,L,0,0,0,U,0,0,77,false,0,2862,Joined,23,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,123,S,L,0,0,0,U,0,0,97,false,0,1392,Joined,21,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,122,S,L,0,0,0,U,0,0,134,false,0,1611,Joined,3,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,106,IS,D,0,0,0,U,0,0,89,false,0,2840,Joined,0,P,270,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-14,348,1,128,S,L,0,0,0,U,0,0,35,false,0,3000,Joined,60,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,115,S,D,0,0,0,U,0,0,119,false,0,1684,Joined,0,P,276,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,112,S,L,0,0,0,U,0,0,65,false,0,1506,Joined,41,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,111,S,L,0,0,0,U,0,0,73,false,0,1141,Joined,56,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,127,S,L,0,0,0,U,0,0,90,false,0,2178,Joined,42,E,0,2022-10-03,2022-12-24,101,B4,NA,NA,NA,NA
2022-06-15,349,1,116,S,L,0,0,0,U,0,0,89,false,0,2961,Joined,39,E,0,2022-10-03,2022-12-24,101,B4,NA,NA,NA,NA
2022-06-15,349,1,107,IS,L,0,0,0,U,0,0,71,false,0,1339,Joined,19,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,129,S,L,0,0,0,U,0,0,87,false,0,2824,Joined,35,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,113,S,L,0,0,0,U,0,0,55,false,0,3196,Joined,45,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,114,S,L,0,0,0,U,0,0,81,false,0,2218,Joined,58,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,117,S,L,0,0,0,U,0,0,52,false,0,2367,Joined,21,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,118,S,L,0,0,0,U,0,0,20,false,0,2659,Joined,61,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,105,IS,L,0,0,0,U,0,0,93,false,0,1959,Joined,12,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,110,IR,L,0,0,0,U,0,0,118,false,0,1816,Joined,6,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,119,S,L,0,0,0,U,0,0,67,false,0,1661,Joined,49,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,126,S,L,0,0,0,U,0,0,87,false,0,2350,Joined,29,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,108,IS,L,0,0,0,U,0,0,63,false,0,2056,Joined,48,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,124,S,L,0,0,0,U,0,0,42,false,0,1410,Joined,26,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,109,IS,L,0,0,0,U,0,0,86,false,0,1542,Joined,28,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,120,S,L,0,0,0,U,0,0,77,false,0,2863,Joined,24,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,123,S,L,0,0,0,U,0,0,97,false,0,1393,Joined,22,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,122,S,L,0,0,0,U,0,0,134,false,0,1612,Joined,4,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,106,IS,D,0,0,0,U,0,0,90,false,0,2841,Joined,0,P,271,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-15,349,1,128,S,L,0,0,0,U,0,0,35,false,0,3001,Joined,61,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,115,S,D,0,0,0,U,0,0,120,false,0,1685,Joined,0,P,277,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,112,S,L,0,0,0,U,0,0,65,false,0,1507,Joined,42,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,111,S,L,0,0,0,U,0,0,73,false,0,1142,Joined,57,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,127,S,L,0,0,0,U,0,0,90,false,0,2179,Joined,43,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,116,S,L,0,0,0,U,0,0,89,false,0,2962,Joined,40,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,107,IS,L,0,0,0,U,0,0,71,false,0,1340,Joined,20,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,129,S,L,0,0,0,U,0,0,87,false,0,2825,Joined,36,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,113,S,L,0,0,0,U,0,0,55,false,0,3197,Joined,46,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,114,S,L,0,0,0,U,0,0,81,false,0,2219,Joined,59,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,117,S,L,0,0,0,U,0,0,52,false,0,2368,Joined,22,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,118,S,L,0,0,0,U,0,0,20,false,0,2660,Joined,62,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,105,IS,L,0,0,0,U,0,0,93,false,0,1960,Joined,13,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,110,IR,L,0,0,0,U,0,0,118,false,0,1817,Joined,7,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,119,S,L,0,0,0,U,0,0,67,false,0,1662,Joined,50,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,126,S,L,0,0,0,U,0,0,87,false,0,2351,Joined,30,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,108,IS,L,0,0,0,U,0,0,63,false,0,2057,Joined,49,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,124,S,L,0,0,0,U,0,0,42,false,0,1411,Joined,27,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,109,IS,L,0,0,0,U,0,0,86,false,0,1543,Joined,29,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,120,S,L,0,0,0,U,0,0,77,false,0,2864,Joined,25,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,123,S,L,0,0,0,U,0,0,97,false,0,1394,Joined,23,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,122,S,L,0,0,0,U,0,0,134,false,0,1613,Joined,5,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,106,IS,D,0,0,0,U,0,0,91,false,0,2842,Joined,0,P,272,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-16,350,1,128,S,L,0,0,0,U,0,0,35,false,0,3002,Joined,62,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,115,S,D,0,0,0,U,0,0,121,false,0,1686,Joined,0,P,278,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,112,S,L,0,0,0,U,0,0,65,false,0,1508,Joined,43,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,111,S,L,0,0,0,U,0,0,73,false,0,1143,Joined,58,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,127,S,L,0,0,0,U,0,0,90,false,0,2180,Joined,44,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,116,S,L,0,0,0,U,0,0,89,false,0,2963,Joined,41,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,107,IS,L,0,0,0,U,0,0,71,false,0,1341,Joined,21,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,129,S,L,0,0,0,U,0,0,87,false,0,2826,Joined,37,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,113,S,L,0,0,0,U,0,0,55,false,0,3198,Joined,47,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,114,S,L,0,0,0,U,0,0,81,false,0,2220,Joined,60,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,117,S,L,0,0,0,U,0,0,52,false,0,2369,Joined,23,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,118,S,L,0,0,0,U,0,0,20,false,0,2661,Joined,63,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,105,IS,L,0,0,0,U,0,0,93,false,0,1961,Joined,14,E,0,2022-10-03,2022-12-24,101,B4,NA,NA,NA,NA
2022-06-17,351,1,110,IR,L,0,0,0,U,0,0,118,false,0,1818,Joined,8,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,119,S,L,0,0,0,U,0,0,67,false,0,1663,Joined,51,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,126,S,L,0,0,0,U,0,0,87,false,0,2352,Joined,31,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,108,IS,L,0,0,0,U,0,0,63,false,0,2058,Joined,50,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,124,S,L,0,0,0,U,0,0,42,false,0,1412,Joined,28,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,109,IS,L,0,0,0,U,0,0,86,false,0,1544,Joined,30,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,120,S,L,0,0,0,U,0,0,77,false,0,2865,Joined,26,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,123,S,L,0,0,0,U,0,0,97,false,0,1395,Joined,24,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,122,S,L,0,0,0,U,0,0,134,false,0,1614,Joined,6,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,106,IS,D,0,0,0,U,0,0,92,false,0,2843,Joined,0,P,273,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-17,351,1,128,S,L,0,0,0,U,0,0,35,false,0,3003,Joined,63,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,115,S,D,0,0,0,U,0,0,122,false,0,1687,Joined,0,P,279,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,112,S,L,0,0,0,U,0,0,65,false,0,1509,Joined,44,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,111,S,L,0,0,0,U,0,0,73,false,0,1144,Joined,59,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,127,S,L,0,0,0,U,0,0,90,false,0,2181,Joined,45,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,116,S,L,0,0,0,U,0,0,89,false,0,2964,Joined,42,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,107,IS,L,0,0,0,U,0,0,71,false,0,1342,Joined,22,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,129,S,L,0,0,0,U,0,0,87,false,0,2827,Joined,38,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,113,S,L,0,0,0,U,0,0,55,false,0,3199,Joined,48,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,114,S,L,0,0,0,U,0,0,81,false,0,2221,Joined,61,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,117,S,L,0,0,0,U,0,0,52,false,0,2370,Joined,24,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,118,S,L,0,0,0,U,0,0,20,false,0,2662,Joined,64,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,105,IS,L,0,0,0,U,0,0,93,false,0,1962,Joined,15,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,110,IR,L,0,0,0,U,0,0,118,false,0,1819,Joined,9,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,119,S,L,0,0,0,U,0,0,67,false,0,1664,Joined,52,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,126,S,L,0,0,0,U,0,0,87,false,0,2353,Joined,32,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,108,IS,L,0,0,0,U,0,0,63,false,0,2059,Joined,51,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,124,S,L,0,0,0,U,0,0,42,false,0,1413,Joined,29,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,109,IS,L,0,0,0,U,0,0,86,false,0,1545,Joined,31,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,120,S,L,0,0,0,U,0,0,77,false,0,2866,Joined,27,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,123,S,L,0,0,0,U,0,0,97,false,0,1396,Joined,25,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,122,S,L,0,0,0,U,0,0,134,false,0,1615,Joined,7,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,106,IS,D,0,0,0,U,0,0,93,false,0,2844,Joined,0,P,274,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-18,352,1,128,S,L,0,0,0,U,0,0,35,false,0,3004,Joined,64,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,115,S,D,0,0,0,U,0,0,123,false,0,1688,Joined,0,P,280,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,112,S,L,0,0,0,U,0,0,65,false,0,1510,Joined,45,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,111,S,L,0,0,0,U,0,0,73,false,0,1145,Joined,60,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,127,S,L,0,0,0,U,0,0,90,false,0,2182,Joined,46,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,116,S,L,0,0,0,U,0,0,89,false,0,2965,Joined,43,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,107,IS,L,0,0,0,U,0,0,71,false,0,1343,Joined,23,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,129,S,L,0,0,0,U,0,0,87,false,0,2828,Joined,39,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,113,S,L,0,0,0,U,0,0,55,false,0,3200,Joined,49,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,114,S,L,0,0,0,U,0,0,81,false,0,2222,Joined,62,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,117,S,L,0,0,0,U,0,0,52,false,0,2371,Joined,25,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,118,S,L,0,0,0,U,0,0,20,false,0,2663,Joined,65,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,105,IS,L,0,0,0,U,0,0,93,false,0,1963,Joined,16,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,110,IR,L,0,0,0,U,0,0,118,false,0,1820,Joined,10,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,119,S,L,0,0,0,U,0,0,67,false,0,1665,Joined,53,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,126,S,L,0,0,0,U,0,0,87,false,0,2354,Joined,33,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,108,IS,L,0,0,0,U,0,0,63,false,0,2060,Joined,52,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,124,S,L,0,0,0,U,0,0,42,false,0,1414,Joined,30,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,109,IS,L,0,0,0,U,0,0,86,false,0,1546,Joined,32,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,120,S,L,0,0,0,U,0,0,77,false,0,2867,Joined,28,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,123,S,L,0,0,0,U,0,0,97,false,0,1397,Joined,26,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,122,S,L,0,0,0,U,0,0,134,false,0,1616,Joined,8,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,106,IS,D,0,0,0,U,0,0,94,false,0,2845,Joined,0,P,275,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-19,353,1,128,S,L,0,0,0,U,0,0,35,false,0,3005,Joined,65,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-20,354,1,115,S,D,0,0,0,U,0,0,124,false,0,1689,Joined,0,P,281,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-20,354,1,112,S,L,0,0,0,U,0,0,65,false,0,1511,Joined,46,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-20,354,1,111,S,L,0,0,0,U,0,0,73,false,0,1146,Joined,61,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-20,354,1,127,S,L,0,0,0,U,0,0,90,false,0,2183,Joined,47,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-20,354,1,116,S,L,0,0,0,U,0,0,89,false,0,2966,Joined,44,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
2022-06-20,354,1,107,IS,L,0,0,0,U,0,0,71,false,0,1344,Joined,24,E,0,2022-10-03,2022-12-24,100,B4,NA,NA,NA,NA
